project_id,plot_id,parcel_id,state,project_type,total_land_required_hectares,land_acquired_percent,pending_approvals,compensation_pending_percent,legal_cases,affected_families,rr_completed_percent,possession_percent,planned_duration_months,environmental_clearance,forest_clearance,previous_delay_days,delay_days,delay_risk,project_status,year,district,project_name,project_reference,data_provenance,ministry,key_event,urban_rural,forest_district,compensation_status,rehabilitation_status,objection_count,project_completion_status
LA-REF-0332,PLOT-02125,PARCEL-02125,Odisha,Highway,32.8,0.9,2,98.6,0,92,0.8,0.6,34,Pending,Not Required,0,163,Medium,Early Stage,2018,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 27,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Pending,Urban,No,Not Started,Not Started,0,Completed
LA-REF-0332,PLOT-02126,PARCEL-02126,Odisha,Highway,32.8,34.8,2,91.8,0,92,22.4,29.8,34,Approved,Not Required,41,163,Medium,In Progress,2019,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 27,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Urban,No,Not Started,Not Started,10,Completed
LA-REF-0332,PLOT-02127,PARCEL-02127,Odisha,Highway,32.8,46.7,0,74.1,0,92,26.6,42.9,34,Approved,Not Required,5,163,Medium,In Progress,2020,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 27,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Urban,No,Not Started,Not Started,10,Completed
LA-REF-0332,PLOT-02128,PARCEL-02128,Odisha,Highway,32.8,66.9,0,62.7,0,92,37.0,63.3,34,Approved,Not Required,94,163,Medium,In Progress,2021,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 27,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Urban,No,Partially Disbursed,Partially Complete,10,Completed
LA-REF-0332,PLOT-02129,PARCEL-02129,Odisha,Highway,32.8,80.7,1,51.4,0,92,48.0,61.9,34,Approved,Not Required,89,163,Medium,Near Completion,2022,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 27,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Urban,No,Partially Disbursed,Partially Complete,10,Completed
LA-REF-0332,PLOT-02130,PARCEL-02130,Odisha,Highway,32.8,98.3,0,42.0,0,92,88.2,76.5,34,Approved,Not Required,89,163,Medium,Completed,2023,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 27,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Urban,No,Partially Disbursed,Substantially Complete,10,Completed
LA-REF-0333,PLOT-02131,PARCEL-02131,West Bengal,Highway,15.0,4.9,4,88.9,0,139,3.4,3.8,48,Pending,Not Required,0,130,Medium,Early Stage,2018,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 28,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,2,Ongoing
LA-REF-0333,PLOT-02132,PARCEL-02132,West Bengal,Highway,15.0,5.5,1,86.9,0,139,4.5,3.9,48,Pending,Not Required,53,130,Medium,In Progress,2019,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 28,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Pending,Rural,No,Not Started,Not Started,2,Ongoing
LA-REF-0333,PLOT-02133,PARCEL-02133,West Bengal,Highway,15.0,24.4,1,74.4,0,139,16.9,21.8,48,Approved,Not Required,43,130,Medium,In Progress,2020,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 28,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Rural,No,Not Started,Not Started,2,Ongoing
LA-REF-0333,PLOT-02134,PARCEL-02134,West Bengal,Highway,15.0,33.0,1,64.8,0,139,27.5,26.7,48,Pending,Not Required,61,130,Medium,In Progress,2021,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 28,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Not Started,3,Ongoing
LA-REF-0333,PLOT-02135,PARCEL-02135,West Bengal,Highway,15.0,44.7,3,56.1,0,139,36.5,31.9,48,Approved,Not Required,84,130,Medium,In Progress,2022,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 28,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Partially Complete,3,Ongoing
LA-REF-0333,PLOT-02136,PARCEL-02136,West Bengal,Highway,15.0,65.7,0,44.7,0,139,50.1,60.8,48,Approved,Not Required,115,130,Medium,In Progress,2023,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 28,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,4,Ongoing
LA-REF-0333,PLOT-02137,PARCEL-02137,West Bengal,Highway,15.0,71.4,0,37.6,0,139,43.6,55.1,48,Approved,Not Required,130,130,Medium,In Progress,2025,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 28,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Partially Complete,4,Ongoing
LA-REF-0334,PLOT-02138,PARCEL-02138,Odisha,Highway,105.3,9.7,2,88.5,0,130,7.8,8.3,52,Pending,Not Required,0,140,Medium,Early Stage,2020,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 29,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0334,PLOT-02139,PARCEL-02139,Odisha,Highway,105.3,17.1,2,80.7,0,130,11.5,13.9,52,Pending,Not Required,0,140,Medium,In Progress,2021,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 29,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0334,PLOT-02140,PARCEL-02140,Odisha,Highway,105.3,31.4,0,73.5,0,130,22.3,26.0,52,Pending,Not Required,52,140,Medium,In Progress,2022,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 29,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0334,PLOT-02141,PARCEL-02141,Odisha,Highway,105.3,48.8,2,63.5,0,130,41.7,46.3,52,Approved,Not Required,140,140,Medium,In Progress,2025,Bhubaneswar,Bharatmala Port-Connectivity Corridor (illustrative) - Package 29,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-REF-0335,PLOT-02142,PARCEL-02142,West Bengal,Highway,48.0,24.1,1,85.6,0,64,20.1,20.2,73,Pending,Not Required,0,107,Medium,Early Stage,2020,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 30,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0335,PLOT-02143,PARCEL-02143,West Bengal,Highway,48.0,33.9,2,71.7,0,64,26.6,28.7,73,Pending,Not Required,15,107,Medium,In Progress,2021,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 30,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-REF-0335,PLOT-02144,PARCEL-02144,West Bengal,Highway,48.0,35.4,1,67.8,0,64,25.6,29.8,73,Approved,Not Required,48,107,Medium,In Progress,2022,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 30,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Rural,No,Not Started,Not Started,3,Ongoing
LA-REF-0335,PLOT-02145,PARCEL-02145,West Bengal,Highway,48.0,51.3,1,56.4,0,64,31.1,44.2,73,Approved,Not Required,91,107,Medium,In Progress,2023,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 30,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),No Major Update,Rural,No,Partially Disbursed,Not Started,3,Ongoing
LA-REF-0335,PLOT-02146,PARCEL-02146,West Bengal,Highway,48.0,67.2,0,47.7,0,64,38.5,59.7,73,Approved,Not Required,55,107,Medium,In Progress,2024,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 30,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,3,Ongoing
LA-REF-0335,PLOT-02147,PARCEL-02147,West Bengal,Highway,48.0,72.4,0,37.0,0,64,63.0,52.5,73,Approved,Not Required,107,107,Medium,In Progress,2025,Howrah,Bharatmala Port-Connectivity Corridor (illustrative) - Package 30,Bharatmala Port-Connectivity Corridor (illustrative),Historical Snapshot (real project reference),Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,3,Ongoing
LA-200336,PLOT-02148,PARCEL-02148,Rajasthan,Metro,110.6,2.4,4,97.0,0,94,1.8,1.8,60,Not Required,Pending,0,190,Medium,Early Stage,2018,Jodhpur,Metro Development Project 336,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Housing & Urban Affairs,Forest Clearance Pending,Rural,No,Not Started,Not Started,0,Completed
LA-200336,PLOT-02149,PARCEL-02149,Rajasthan,Metro,110.6,22.1,0,86.0,0,94,18.9,19.9,60,Not Required,Pending,41,190,Medium,In Progress,2020,Jodhpur,Metro Development Project 336,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Housing & Urban Affairs,No Major Update,Rural,No,Not Started,Not Started,0,Completed
LA-200336,PLOT-02150,PARCEL-02150,Rajasthan,Metro,110.6,40.9,3,79.1,0,94,23.1,35.8,60,Not Required,Approved,120,190,Medium,In Progress,2021,Jodhpur,Metro Development Project 336,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Housing & Urban Affairs,No Major Update,Rural,No,Not Started,Not Started,0,Completed
LA-200336,PLOT-02151,PARCEL-02151,Rajasthan,Metro,110.6,67.3,0,65.6,0,94,38.7,58.2,60,Not Required,Approved,119,190,Medium,In Progress,2022,Jodhpur,Metro Development Project 336,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Housing & Urban Affairs,Routine Progress,Rural,No,Partially Disbursed,Partially Complete,0,Completed
LA-200336,PLOT-02152,PARCEL-02152,Rajasthan,Metro,110.6,93.5,0,60.6,0,94,69.1,80.7,60,Not Required,Approved,161,190,Medium,Near Completion,2023,Jodhpur,Metro Development Project 336,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Housing & Urban Affairs,No Major Update,Rural,No,Partially Disbursed,Substantially Complete,0,Completed
LA-200336,PLOT-02153,PARCEL-02153,Rajasthan,Metro,110.6,100.0,0,46.5,0,94,79.2,74.1,60,Not Required,Approved,157,190,Medium,Completed,2024,Jodhpur,Metro Development Project 336,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Housing & Urban Affairs,No Major Update,Rural,No,Partially Disbursed,Substantially Complete,0,Completed
LA-200337,PLOT-02154,PARCEL-02154,Uttar Pradesh,Irrigation,15.0,14.0,0,84.1,0,106,10.7,13.2,63,Not Required,Not Required,18,106,Medium,Early Stage,2020,Agra,Irrigation Development Project 337,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Notification Issued,Urban,No,Not Started,Not Started,0,Ongoing
LA-200337,PLOT-02155,PARCEL-02155,Uttar Pradesh,Irrigation,15.0,16.1,4,80.5,0,106,13.1,11.6,63,Not Required,Not Required,56,106,Medium,In Progress,2021,Agra,Irrigation Development Project 337,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Administrative Review,Urban,No,Not Started,Not Started,9,Ongoing
LA-200337,PLOT-02156,PARCEL-02156,Uttar Pradesh,Irrigation,15.0,31.3,0,66.5,0,106,22.4,23.3,63,Not Required,Not Required,85,106,Medium,In Progress,2022,Agra,Irrigation Development Project 337,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,No Major Update,Urban,No,Partially Disbursed,Not Started,9,Ongoing
LA-200337,PLOT-02157,PARCEL-02157,Uttar Pradesh,Irrigation,15.0,50.1,0,51.5,0,106,37.8,44.8,63,Not Required,Not Required,35,106,Medium,In Progress,2023,Agra,Irrigation Development Project 337,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Routine Progress,Urban,No,Partially Disbursed,Partially Complete,9,Ongoing
LA-200337,PLOT-02158,PARCEL-02158,Uttar Pradesh,Irrigation,15.0,65.3,0,44.2,0,106,42.1,55.0,63,Not Required,Not Required,106,106,Medium,In Progress,2024,Agra,Irrigation Development Project 337,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,No Major Update,Urban,No,Partially Disbursed,Partially Complete,9,Ongoing
LA-200337,PLOT-02159,PARCEL-02159,Uttar Pradesh,Irrigation,15.0,83.8,1,33.9,0,106,48.4,72.1,63,Not Required,Not Required,59,106,Medium,Near Completion,2025,Agra,Irrigation Development Project 337,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,No Major Update,Urban,No,Partially Disbursed,Partially Complete,9,Ongoing
LA-200338,PLOT-02160,PARCEL-02160,Telangana,Industrial Corridor,15.0,15.3,3,88.4,0,65,10.7,12.2,66,Pending,Not Required,0,0,Low,Early Stage,2017,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),Notification Issued,Rural,No,Not Started,Not Started,0,Completed
LA-200338,PLOT-02161,PARCEL-02161,Telangana,Industrial Corridor,15.0,32.1,0,82.6,0,65,25.7,27.8,66,Pending,Not Required,0,0,Low,In Progress,2018,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),Compensation Initiated,Rural,No,Not Started,Not Started,0,Completed
LA-200338,PLOT-02162,PARCEL-02162,Telangana,Industrial Corridor,15.0,32.5,0,79.0,0,65,29.1,29.5,66,Approved,Not Required,0,0,Low,In Progress,2019,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),Environmental Clearance Received,Rural,No,Not Started,Not Started,0,Completed
LA-200338,PLOT-02163,PARCEL-02163,Telangana,Industrial Corridor,15.0,59.5,0,73.2,0,65,49.9,53.8,66,Approved,Not Required,0,0,Low,In Progress,2020,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),Routine Progress,Rural,No,Not Started,Partially Complete,0,Completed
LA-200338,PLOT-02164,PARCEL-02164,Telangana,Industrial Corridor,15.0,70.0,0,67.9,0,65,62.7,58.0,66,Approved,Not Required,0,0,Low,In Progress,2021,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),No Major Update,Rural,No,Not Started,Partially Complete,0,Completed
LA-200338,PLOT-02165,PARCEL-02165,Telangana,Industrial Corridor,15.0,79.7,0,59.9,0,65,69.8,61.7,66,Approved,Not Required,0,0,Low,In Progress,2022,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),Routine Progress,Rural,No,Partially Disbursed,Substantially Complete,0,Completed
LA-200338,PLOT-02166,PARCEL-02166,Telangana,Industrial Corridor,15.0,90.2,0,53.8,0,65,66.7,63.4,66,Approved,Not Required,0,0,Low,Near Completion,2023,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),No Major Update,Rural,No,Partially Disbursed,Substantially Complete,0,Completed
LA-200338,PLOT-02167,PARCEL-02167,Telangana,Industrial Corridor,15.0,98.4,1,48.3,0,65,60.9,82.6,66,Approved,Not Required,0,0,Low,Completed,2024,Nizamabad,Industrial Corridor Development Project 338,Independent / Synthetic Project,Simulated but behaviourally constrained,Dept. for Promotion of Industry & Internal Trade (DPIIT),No Major Update,Rural,No,Partially Disbursed,Partially Complete,0,Completed
LA-200339,PLOT-02168,PARCEL-02168,Haryana,Irrigation,15.0,8.7,4,88.8,0,127,6.8,7.4,69,Not Required,Not Required,0,45,Low,Early Stage,2020,Gurugram,Irrigation Development Project 339,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Notification Issued,Urban,No,Not Started,Not Started,0,Ongoing
LA-200339,PLOT-02169,PARCEL-02169,Haryana,Irrigation,15.0,25.1,0,75.6,0,127,19.5,19.0,69,Not Required,Not Required,24,45,Low,In Progress,2021,Gurugram,Irrigation Development Project 339,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Objections Filed,Urban,No,Not Started,Not Started,12,Ongoing
LA-200339,PLOT-02170,PARCEL-02170,Haryana,Irrigation,15.0,33.9,1,66.1,0,127,19.0,26.5,69,Not Required,Not Required,15,45,Low,In Progress,2022,Gurugram,Irrigation Development Project 339,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Routine Progress,Urban,No,Partially Disbursed,Not Started,12,Ongoing
LA-200339,PLOT-02171,PARCEL-02171,Haryana,Irrigation,15.0,48.2,3,56.2,0,127,31.7,38.3,69,Not Required,Not Required,33,45,Low,In Progress,2024,Gurugram,Irrigation Development Project 339,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,No Major Update,Urban,No,Partially Disbursed,Not Started,12,Ongoing
LA-200339,PLOT-02172,PARCEL-02172,Haryana,Irrigation,15.0,66.4,0,43.0,0,127,42.0,51.7,69,Not Required,Not Required,41,45,Low,In Progress,2025,Gurugram,Irrigation Development Project 339,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Routine Progress,Urban,No,Partially Disbursed,Partially Complete,12,Ongoing
LA-200340,PLOT-02173,PARCEL-02173,Jammu and Kashmir,Irrigation,34.9,1.4,1,94.0,0,83,1.2,1.1,52,Not Required,Approved,0,0,Low,Early Stage,2022,Udhampur,Irrigation Development Project 340,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Forest Clearance Received,Rural,No,Not Started,Not Started,0,Ongoing
LA-200340,PLOT-02174,PARCEL-02174,Jammu and Kashmir,Irrigation,34.9,11.3,1,86.4,0,83,9.6,9.9,52,Not Required,Pending,0,0,Low,In Progress,2023,Udhampur,Irrigation Development Project 340,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-200340,PLOT-02175,PARCEL-02175,Jammu and Kashmir,Irrigation,34.9,17.9,4,71.5,0,83,9.8,12.6,52,Not Required,Pending,0,0,Low,In Progress,2024,Udhampur,Irrigation Development Project 340,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,Routine Progress,Rural,No,Not Started,Not Started,0,Ongoing
LA-200340,PLOT-02176,PARCEL-02176,Jammu and Kashmir,Irrigation,34.9,29.7,0,57.7,0,83,18.0,23.6,52,Not Required,Pending,0,0,Low,In Progress,2025,Udhampur,Irrigation Development Project 340,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Jal Shakti,No Major Update,Rural,No,Partially Disbursed,Not Started,0,Ongoing
LA-200341,PLOT-02177,PARCEL-02177,Delhi,Highway,15.0,31.1,0,93.4,0,51,23.5,23.0,61,Pending,Not Required,0,483,High,Early Stage,2021,Dwarka,Highway Development Project 341,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Urban,No,Not Started,Not Started,0,Completed
LA-200341,PLOT-02178,PARCEL-02178,Delhi,Highway,15.0,31.1,2,89.5,0,51,20.7,29.3,61,Pending,Not Required,143,483,High,In Progress,2022,Dwarka,Highway Development Project 341,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Pending,Urban,No,Not Started,Not Started,0,Completed
LA-200341,PLOT-02179,PARCEL-02179,Delhi,Highway,15.0,54.5,0,77.3,0,51,31.2,40.5,61,Approved,Not Required,197,483,High,In Progress,2023,Dwarka,Highway Development Project 341,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Environmental Clearance Received,Urban,No,Not Started,Not Started,6,Completed
LA-200341,PLOT-02180,PARCEL-02180,Delhi,Highway,15.0,77.0,0,65.8,0,51,56.8,54.8,61,Approved,Not Required,370,483,High,In Progress,2024,Dwarka,Highway Development Project 341,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Urban,No,Partially Disbursed,Partially Complete,6,Completed
LA-200341,PLOT-02181,PARCEL-02181,Delhi,Highway,15.0,99.5,0,57.4,0,51,66.1,80.9,61,Approved,Not Required,469,483,High,Completed,2025,Dwarka,Highway Development Project 341,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Urban,No,Partially Disbursed,Partially Complete,6,Completed
LA-200342,PLOT-02182,PARCEL-02182,Assam,Railway,51.2,16.9,4,90.3,0,135,11.6,13.1,52,Pending,Not Required,9,65,Low,Early Stage,2020,Dibrugarh,Railway Development Project 342,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,Notification Issued,Rural,No,Not Started,Not Started,0,Completed
LA-200342,PLOT-02183,PARCEL-02183,Assam,Railway,51.2,34.5,3,80.3,0,135,22.1,31.5,52,Pending,Not Required,25,65,Low,In Progress,2021,Dibrugarh,Railway Development Project 342,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,No Major Update,Rural,No,Not Started,Not Started,1,Completed
LA-200342,PLOT-02184,PARCEL-02184,Assam,Railway,51.2,34.5,2,77.0,0,135,20.3,25.1,52,Approved,Not Required,10,65,Low,In Progress,2022,Dibrugarh,Railway Development Project 342,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,Environmental Clearance Received,Rural,No,Not Started,Not Started,1,Completed
LA-200342,PLOT-02185,PARCEL-02185,Assam,Railway,51.2,75.7,1,67.8,0,135,54.9,64.8,52,Approved,Not Required,42,65,Low,In Progress,2023,Dibrugarh,Railway Development Project 342,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,Routine Progress,Rural,No,Not Started,Partially Complete,1,Completed
LA-200342,PLOT-02186,PARCEL-02186,Assam,Railway,51.2,86.0,0,60.1,0,135,53.3,63.7,52,Approved,Not Required,22,65,Low,Near Completion,2024,Dibrugarh,Railway Development Project 342,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,No Major Update,Rural,No,Partially Disbursed,Partially Complete,1,Completed
LA-200342,PLOT-02187,PARCEL-02187,Assam,Railway,51.2,100.0,0,54.7,0,135,73.8,70.2,52,Approved,Not Required,44,65,Low,Completed,2025,Dibrugarh,Railway Development Project 342,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,Routine Progress,Rural,No,Partially Disbursed,Substantially Complete,1,Completed
LA-200343,PLOT-02188,PARCEL-02188,Uttarakhand,Highway,84.1,13.1,3,85.4,0,133,9.6,11.7,24,Pending,Not Required,0,8,Low,Early Stage,2022,Haridwar,Highway Development Project 343,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Notification Issued,Rural,No,Not Started,Not Started,0,Ongoing
LA-200343,PLOT-02189,PARCEL-02189,Uttarakhand,Highway,84.1,28.3,0,69.7,0,133,21.3,20.7,24,Pending,Not Required,8,8,Low,In Progress,2023,Haridwar,Highway Development Project 343,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Compensation Initiated,Rural,No,Not Started,Not Started,0,Ongoing
LA-200343,PLOT-02190,PARCEL-02190,Uttarakhand,Highway,84.1,43.9,3,63.2,0,133,34.7,34.3,24,Approved,Not Required,0,8,Low,In Progress,2024,Haridwar,Highway Development Project 343,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Partially Complete,0,Ongoing
LA-200343,PLOT-02191,PARCEL-02191,Uttarakhand,Highway,84.1,53.2,0,51.3,0,133,30.3,40.1,24,Approved,Not Required,0,8,Low,In Progress,2025,Haridwar,Highway Development Project 343,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Road Transport & Highways (MoRTH/NHAI),Routine Progress,Rural,No,Partially Disbursed,Not Started,1,Ongoing
LA-200344,PLOT-02192,PARCEL-02192,Himachal Pradesh,Railway,15.0,16.1,0,88.7,0,85,9.4,14.1,57,Pending,Pending,0,260,Medium,Early Stage,2019,Mandi,Railway Development Project 344,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,Notification Issued,Rural,Yes,Not Started,Not Started,2,Ongoing
LA-200344,PLOT-02193,PARCEL-02193,Himachal Pradesh,Railway,15.0,33.8,1,79.0,0,85,26.5,30.2,57,Pending,Pending,30,260,Medium,In Progress,2020,Mandi,Railway Development Project 344,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,Compensation Initiated,Rural,Yes,Not Started,Not Started,4,Ongoing
LA-200344,PLOT-02194,PARCEL-02194,Himachal Pradesh,Railway,15.0,33.8,0,75.1,0,85,25.9,30.8,57,Approved,Approved,106,260,Medium,In Progress,2021,Mandi,Railway Development Project 344,Independent / Synthetic Project,Simulated but behaviourally constrained,Ministry of Railways,Forest Clearance Received,Rural,Yes,Not Started,Not Started,4,Ongoing
